"Name","Unknown 1","Value","Details"
"Furisode package",1,300,
"Brown rice noodles",1,4000,
"Filled fine snake meat bag",1,40000,
"Crystal",1,5,
"Divine girls set",1,100,
"Yuri's bracelet",1,120,
"Water Orb - BONDED",1,10000,
"Scrawny fish",1,6,
"Spirit's gift",1,20,
"ember whiskers voucher",1,1,
"Pet Chicken",1,400,
"Short puff",1,1,
"Kawlana",1,1000000,
"Beautiful leather",1,1000,
"Filled ginko bag",1,40000,
"Holiday suit set",1,300,
"green full beard voucher",1,1,
"Grizzly claw",1,10000,
"Conjurors ward - BONDED",1,20000,
"Dragon tongue liquor4",1,5000,
"Ginseng candy cane",1,400,
"Baji brown hair box",1,100,
"Grinch set",1,300,
"Sun powder",1,800,
"Raw glass",1,1,
"Poisoned spring darts",1,40,
"Stuffed medium ore bag",1,40000,
"Heavenly girls set",1,100,
"blue whiskers voucher",1,1,
"Turtle soup",1,1000,
"Ogre message 18",0,10,
"Spacious chicken meat bag",1,40000,
"Mirror",1,320,
"Holiday skirt set",1,300,
"Spike - BONDED",1,100000,
"Small fish",1,14,
"deep sea full beard voucher",1,1,
"Pet Skeleton",1,400,
"Staff of the elements - BONDED",1,2000000,
"Tako ink",1,30,
"The mug",1,1,
"Dart poison",1,20,
"Empty wool bag",1,40000,
"Baji lilac hair box",1,100,
"Grouch set",1,300,
"Polished glass",1,1,
"Spare skin",1,10000,
"Sam san hsiao chu staff - BONDED",1,350000,
"Seraph girls set",1,100,
"Melon bread",1,5000,
"flame whiskers voucher",1,1,
"Lotus Blossom - BONDED",1,2000,
"Filled medium ore bag",1,40000,
"Yeti set",1,300,
"Stealth explosives",1,200,
"Sun blouse - BONDED",1,10800,
"royal blue full beard voucher",1,1,
"Clear water",1,100,
"Poisoned summer darts",1,50,
"Phantom Dragon dog",1,1,
"Yuri's mirror",1,160,
"Expanding chicken meat bag",1,40000,
"Baji forest hair box",1,100,
"Tasty fish",1,20,
"Potion of return",1,10,
"Festive pet package",1,300,
"Canine tooth",1,60,
"Aurora girls set",1,100,
"Metal Orb - BONDED",1,10000,
"Pet Cobra",1,400,
"Gold nuggets - BONDED",1,200000,
"Crystal eye",1,1000,
"Iris hair potion",1,1,
"grey whiskers voucher",1,1,
"Fancy web",1,10000,
"Holiday hair set",1,300,
"Wine",1,10,
"Mysticism ward - BONDED",1,20000,
"dark brown van dike voucher",1,1,
"Garnet",0,100,
"Sardonyx Dragon dog",1,1,
"Baji lime hair box",1,100,
"KSG Signet Ring - BONDED",1,60000,
"Spacious high ore bag",1,40000,
"Seashell",1,1000,
"Shatter bomb",1,400,
"Il san nimble blade - BONDED",1,250000,
"Nova girls set",1,100,
"Comb",1,40,
"Short morning hanbok package",1,100,
"Fish",1,10,
"Poisoned autumn darts",1,100,
"blonde whiskers voucher",1,1,
"Random Wreath Box",1,300,
"Bottled dog breath",1,30,
"Holiday updo set",1,300,
"Zibong scythe 1",1,5000,
"Pet Snake",1,400,
"Peridot hair potion",1,1,
"auburn van dike voucher",1,1,
"Rabbit's favor",1,50000,
"Baji moss hair box",1,100,
"Onyx Dragon dog",1,1,
"Herb pipe",1,400,
"Enchanted spike - BONDED",1,200000,
"Cerise girls set",1,100,
"Short vintage hanbok package",1,100,
"Black warthog mount",1,1,
"Summer Hair Dye",1,1,
"Frozen spear - BONDED",1,250000,
"Expanding high ore bag",1,40000,
"Small rock",1,100,
"Straw Hat - BONDED",1,10000,
"scarlet whiskers voucher",1,1,
"Scarf set",1,300,
"Yuri's brush",1,20,
"Large fish",1,50,
"Spy's powder",1,100,
"Monkey's favor",1,50000,
"Torn paw",1,120,
"Baji royal hair box",1,100,
"Sa san hsiao chu staff - BONDED",1,400000,
"Tempest Dragon dog",1,1,
"Zibong scythe 2",1,5000,
"Pet Rat",1,400,
"Chieko",1,1000,
"Sprite hair potion",1,1,
"Poisoned winter darts",1,250,
"Spirit girls set",1,100,
"Wood Orb - BONDED",1,10000,
"Enchanted gold nuggets - BONDED",1,300000,
"Short lime hanbok package",1,100,
"Brown wolf mount",1,1,
"Rich wine",1,600,
"Ogre message 96",0,10,
"green whiskers voucher",1,1,
"Dog's favor",1,50000,
"Large rock",1,200,
"Swing Clothes Dye",1,1,
"Half-full high ore bag",1,40000,
"Baji sky hair box",1,100,
"Plain paper",1,20,
"Delicious fish",1,200,
"Raheem Dragon dog",1,1,
"Phoenix shard",1,500,
"Falcon Mandarin hat box",1,100,
"Giasomo stick - BONDED",1,5000,
"Saintly girls set",1,100,
"Wagging tail",1,150,
"Short celestial hanbok package",1,100,
"Spy's explosives",1,300,
"Black wolf mount",1,1,
"Ring 1837",1,10,
"Pet Centipede",1,400,
"deep sea whiskers voucher",1,1,
"Ee san nimble blade - BONDED",1,300000,
"Rooster's favor",1,50000,
"Chipped pearl",1,100,
"Thick wine",1,25,
"Poisoned ancient darts",1,600,
"Baji violet hair box",1,100,
"Ogre message 97",0,10,
"Starshine",1,10,
"Ruby Dragon dog",1,1,
"Blue Mandarin hat box",1,100,
"Yellow feather",1,1000,
"Short ember hanbok package",1,100,
"Wood rope",1,1,
"Men's shoes",1,4,
"Beautiful fish",1,15000,
"Ring 1838",1,10,
"Bosatsu beads - BONDED",1,40000,
"Rabid saliva",1,180,
"Black elephant mount",1,1,
"Il san spike - BONDED",1,200000,
"Rat's favor",1,50000,
"Purple mystical water",1,5000000,
"Holy dust",1,60,
"Baji apricot hair box",1,100,
"Pet Cat",1,400,
"Skeleton Key",1,2000,
"Darkened pearl",1,100,
"Fire Mandarin hat box",1,100,
"Forest Dragon dog",1,1,
"Moon wine",1,100,
"Earth Orb - BONDED",1,10000,
"Il san gold nuggets - BONDED",1,400000,
"Short luminous hanbok package",1,100,
"Ring 1839",1,10,
"Draught of Devotion",1,500,
"Memory Blossom",1,60,
"Purple feather",1,1000,
"Ogre message 98",0,10,
"YongSang - BONDED",1,150000,
"Brown elephant mount",1,1,
"Pink box",1,1,
"Women's shoes",1,4,
"Horse's favor",1,50000,
"Boiled fish",1,100,
"Blue mystical water",1,5000000,
"Clam shells",1,3000,
"Baji burgundy hair box",1,100,
"Short prism hanbok package",1,100,
"Yellow Mandarin hat box",1,100,
"Ring 1840",1,10,
"Ivy Dragon dog",1,1,
"Promise ring",1,300000,
"Toadstool",1,10,
"Pet Ghost",1,400,
"Holy powder",1,500,
"Bulkkoch pearl",1,100,
"Red wine",1,75,
"Ox's favor",1,50000,
"Yellow mystical water",1,5000000,
"Maroon elephant mount",1,1,
"Red feather",1,1000,
"Life Blossom",1,600,
"Baji jade hair box",1,100,
"Rogue's bet",1,100,
"CarnyChampion",1,1,
"Bone",1,1,
"Ogre message 99",0,10,
"Plume feather",1,3000,
"Dk red Mandarin hat box",1,100,
"Ogre message 19",0,10,
"Lazuli Dragon dog",1,1,
"Light blue Qi Pao package",1,100,
"Pig's favor",1,50000,
"Green mystical water",1,5000000,
"Lovers Quarrel",1,1000,
"Nightshade",1,10,
"Spacious wool bag",1,40000,
"Chipped coral",1,100,
"Baji mineral hair box",1,100,
"Gentleman's bet",1,500,
"Aged wine",1,150,
"Random Swimwear Box",1,300,
"Ice shards",1,100,
"The Perfect Cut",1,400,
"Perfect golden statue",1,20000,
"Ee san spike - BONDED",1,200000,
"Brown feather",1,1000,
"Spring Mandarin hat box",1,100,
"Killer's corpse",1,100,
"Ee san gold nuggets - BONDED",1,500000,
"Awens Blessing - BONDED",1,10000,
"Nice Seraphim package",1,300,
"Snake's favor",1,50000,
"Brown mystical water",1,5000000,
"Ogre message 100",0,10,
"Half-full chicken meat bag",1,40000,
"Ogre message 20",0,10,
"Simple ju jak ring",1,45000,
"Baji cobalt hair box",1,100,
"King's bet",1,1000,
"Cohesive paste",1,10,
"Silk Handkerchief",1,5000,
"Divine chronicles",1,1000,
"Brown rice flour",1,200,
"Enchanted YongSang - BONDED",1,200000,
"Darkened coral",1,100,
"Moss hair potion",1,1,
"Expanding wool bag",1,40000,
"Summer Mandarin hat box",1,100,
"Flask",1,150,
"Naughty Seraphim package",1,300,
"Spider egg",1,10000,
"The Black Lung",1,400,
"Sheep's favor",1,50000,
"Red mystical water",1,5000000,
"Dark green feather",1,1000,
"Deadly earth",1,1000,
"Yeti pelt",1,150,
"Baji ash hair box",1,100,
"Lover's link",1,1000,
"Old boots",1,200,
"White wolf mount",1,1,
"Ogre message 101",0,10,
"Simple chung ryong ring",1,45000,
"Stuffed chicken meat bag",1,40000,
"Random Gypsy Box",1,300,
"Winter Mandarin hat box",1,100,
"Smallest grenade",1,1,
"Prayer wheel - BONDED",1,50000,
"Ogre message 21",0,10,
"Santa shimui package",1,300,
"Alt Lost soul",1,500,
"Graced by the muse",1,1000,
"Tiger's favor",1,50000,
"Black mystical water",1,5000000,
"Bulkkoch coral",1,100,
"Aubergine hair potion",1,1,
"Red bottle",1,150,
"Soul food",1,40000,
"Light blue feather",1,1000,
"Lumbering for Dummies",1,400,
"Baji lace hair box",1,100,
"Thin scarf set",1,300,
"Sponge",1,100,
"Great yeti pelt",1,250,
"Random farm mount",1,300,
"Masters ward - BONDED",1,20000,
"Archon bomb",1,10,
"Ancient Mandarin hat box",1,100,
"Lifeless body",1,500,
"Druids honor - BONDED",1,10000,
"Santa choson package",1,300,
"Dragon's favor",1,50000,
"White mystical water",1,5000000,
"Simple hyun moo ring",1,45000,
"Purple bat mount",1,1,
"Ogre pass 1",0,10,
"Filled chicken meat bag",1,40000,
"The wandering monk",1,1000,
"Zibong scythe 3",1,5000,
"Chipped seashell",1,100,
"Small grenade",1,10,
"Ogre message 22",0,10,
"Important Letter",1,1000,
"Reindeer set",1,300,
"Sapphire hair potion",1,1,
"Random forest mount",1,300,
"Orange feather",1,1000,
"Ghostly key",1,100000,
"Alt Borrowed key",1,500,
"Blood Mandarin hat box",1,100,
"Modern Fashion",1,400,
"Santa pinned package",1,300,
"Winter pelt",1,50,
"Tribute points",0,1,
"Blue bat mount",1,1,
"Stuffed high ore bag",1,40000,
"Earth tomb",0,1,
"Il san YongSang - BONDED",1,250000,
"Simple baekho ring",1,45000,
"Sam san nimble blade - BONDED",1,350000,
"Ring 1841",1,10,
"Earthbound essence",1,1000,
"Fire opal",1,5000,
"Holiday ride set",1,300,
"brown van dike voucher",1,1,
"royal blue whiskers voucher",1,1,
"Spacious tiger meat bag",1,40000,
"Tomes of the earth",1,1000,
"Ogre pass 2",0,10,
"Darkened seashell",1,100,
"Rock crystal",1,20000,
"Zibong scythe 4",1,5000,
"Mhul's body",1,500,
"Yucatan Mandarin hat box",1,100,
"Santa bear package",1,300,
"Ogre message 23",0,10,
"Standard grenade",1,50,
"Pet Sheep",1,400,
"Cornflower hair potion",1,1,
"Black bat mount",1,1,
"Dark blue feather",1,1000,
"The earths bounty",0,1,
"Tiger king's bone",1,1,
"Gift code",1,1,
"Ring 1842",1,10,
"Purified bag",1,1000,
"Poisoned blood darts",1,1600,
"Holiday tako set",1,300,
"walnut van dike voucher",1,1,
"Grand ju jak ring",1,75000,
"Equipment restoration",1,1,
"Filled high ore bag",1,40000,
"Nature charm - BONDED",1,20000,
"Stolen smelt",1,10000,
"Mhul's soul",1,500,
"Floating essence",1,1000,
"Earth Mandarin hat box",1,100,
"Ghostly essence",1,250,
"Girls Mistletoe package",1,300,
"Ranger Code",1,1000,
"Expanding tiger meat bag",1,40000,
"Bulkkoch seashell",1,100,
"White bat mount",1,1,
"Ice block",0,1,
"Zibong scythe 5",1,5000,
"Ogre pass 3",0,10,
"Ring 1843",1,10,
"Elixir of life",1,5000,
"Pet Lobster",1,400,
"Bittersweet hair potion",1,1,
"Pink feather",1,1000,
"Ogre message 24",0,10,
"Holiday plumate set",1,300,
"Middle grenade",1,100,
"Tiger king's needle",1,1,
"light purple van dike voucher",1,1,
"Magic dust",1,10000,
"Haunted Mirror",1,500,
"Gift token",1,1,
"Autumn Mandarin hat box",1,100,
"Grand chung ryong ring",1,75000,
"Guys Mistletoe package",1,300,
"Tiger meat",1,20,
"Teleport scroll",1,1,
"Spacious very high ore bag",1,40000,
"Empty pitcher",0,1,
"Angry essence",1,1000,
"Green bat mount",1,1,
"Poisoned earth darts",1,3000,
"Dog hair",1,30,
"Short sunset hanbok package",1,100,
"XXXX candy cane",1,2000,
"Ring 1844",1,10,
"Birthday cake",1,10000,
"Coins",1,1,
"Half-full tiger meat bag",1,40000,
"Holiday velutinous set",1,300,
"Zibong scythe 6",1,5000,
"Scroll of mortality",1,40000,
"Green elephant mount",1,1,
"aqua van dike voucher",1,1,
"Ogre pass 4",0,10,
"Ee san YongSang - BONDED",1,300000,
"Blue feather",1,1000,
"Teal Mandarin hat box",1,100,
"Pet Panda",1,400,
"Sa san nimble blade - BONDED",1,300000,
"Petunia hair potion",1,1,
"Santa scarf package",1,300,
"Heavy dragon scissors",1,1,
"Ogre message 25",0,10,
"Pitcher",0,1,
"Phantom pumpkin",1,500,
"Large grenade",1,1000,
"Gift Pumpkin",1,1,
"Grand hyun moo ring",1,75000,
"Purple snake mount",1,1,
"Short blush hanbok package",1,100,
"Ring 1845",1,10,
"Warm cake",1,1000,
"Broiled meat",1,150,
"Purple Qi Pao package",1,100,
"Spell of the Chung Ryong",1,100000,
"Mythic scroll",1,1,
"Winter holiday boy",1,300,
"Expanding very high ore bag",1,40000,
"Prism amber",1,1000,
"Broken modulator",1,20000,
"Soul charm - BONDED",1,20000,
"Slateblue elephant mount",1,1,
"light brown van dike voucher",1,1,
"Sam san spike - BONDED",1,200000,
"Poisoned star darts",1,6000,
"Warm Seraphim Package",1,300,
"Random Beach Accessory Box",1,300,
"Stuffed tiger meat bag",1,40000,
"Zibong scythe 7",1,5000,
"Water tomb",0,1,
"Black feather",1,1000,
"Ring 1846",1,10,
"Short coral hanbok package",1,100,
"Ogre pass 5",0,10,
"Black snake mount",1,1,
"Pet Kitty",1,400,
"Dragon thimble",1,1,
"Indigo hair potion",1,1,
"Pink Qi Pao package",1,100,
"Wild pumpkin",1,500,
"Ogre message 26",0,10,
"Grand baekho ring",1,75000,
"Winter holiday girl",1,300,
"Silver thread",1,40000,
"Gift Pumpkin Treat",1,1,
"Wheat",1,200,
"P lamb mount",1,1,
"Black Magoja - BONDED",1,5000,
"Fly leg",1,90,
"Spell of the Ju Jak",1,100000,
"Bright Seraphim Package",1,300,
"Vortex scroll",1,1,
"Half-full very high ore bag",1,40000,
"Burning wood",0,1,
"Ring 1847",1,10,
"Short garnet hanbok package",1,100,
"Sealed spirit",1,10000,
"Filled tiger meat bag",1,40000,
"Green Qi Pao package",1,100,
"Skill modulator",1,20000,
"White feather",1,1000,
"Holiday care package",1,300,
"Spring darts",1,15,
"Thundered wood",1,1,
"Random Cloud mount package",1,300,
"Pet FireBird",1,400,
"Blue Magoja - BONDED",1,5000,
"White smoke hair potion",1,1,
"Ogre pass 6",0,10,
"G lamb mount",1,1,
"Simple amber ring",1,27500,
"Treatise on bad poetry",1,500,
"Stuffed Bunny Package",1,300,
"Ancient Stitch Patterns",1,400,
"Fire tomb",0,1,
"Mild sauce",1,300,
"Holiday gift box",1,1,
"Ogre message 27",0,10,
"Snake 1848",1,10,
"Aragonite Dragon dog",1,1,
"Random Shozoku mask Box",1,300,
"Short deep sea hanbok package",1,100,
"Crystal fly eye",1,90,
"Sam san YongSang - BONDED",1,350000,
"Woodlands scroll",1,1,
"Stuffed very high ore bag",1,40000,
"Slate orchid Qi Pao package",1,100,
"Surge - BONDED",1,100000,
"Queen of Hearts package",1,300,
"Spirit charm - BONDED",1,20000,
"Pot of Gold",1,40000,
"Random Winter Fox package",1,300,
"Witch's brew",1,500,
"Green Magoja - BONDED",1,5000,
"Empty food bag",1,40000,
"Sprite sprinkles",1,150,
"Baji golden hair box",1,100,
"Empty water jar",1,1,
"Snake 1849",1,10,
"Ogre brew",1,100,
"Simple dark ring",1,33000,
"Garnet Dragon dog",1,1,
"Pet BabyTiger",1,400,
"Random Shadow boots Box",1,300,
"Tigerseye hair potion",1,1,
"Short leaf hanbok package",1,100,
"Bag of unlucky beans",1,500,
"Summer darts",1,20,
"White elixir",0,1,
"Bidding card",0,50000,
"Sa san spike - BONDED",1,200000,
"Hot sauce",1,300,
"Dark blue Qi Pao package",1,100,
"Valentine gift box",1,1,
"King of love package",1,300,
"Ogre message 28",0,10,
"Fly wings",1,90,
"Brown Magoja - BONDED",1,5000,
"Random Bobcat mount package",1,300,
"Wilderness scroll",1,1,
"Filled very high ore bag",1,40000,
"Baji scarlet hair box",1,100,
"Seraph stone",1,19,
"Snake 1850",1,10,
"Random exotic mount",1,300,
"Phantom dust",1,500,
"Amethyst Dragon dog",1,1,
"Gold brick",1,10000,
"Spacious beef bag",1,40000,
"Short arcane hanbok package",1,100,
"Inzen Drum - BONDED",1,40000,
"Black elixir",0,1,
"Half-full wool bag",1,40000,
"Water jar certif.",1,1,
"Black Qi Pao package",1,100,
"Simple yellow ring",1,42500,
"Thick ogre brew",1,100,
"Her valentine pj package",1,300,
"Pet Piggley",1,400,
"White Magoja - BONDED",1,5000,
"Sunflower hair potion",1,1,
"Bag of lucky beans",1,500,
"Random Parka package",1,300,
"Spicy sauce",1,300,
"Baji jungle hair box",1,100,
"Lucky gift box",1,1,
"Vile vial",1,90,
"Autumn darts",1,50,
"Snake 1851",1,10,
"Item Protection",1,400,
"Sam san gold nuggets - BONDED",1,600000,
"Ogre message 29",0,10,
"Vial of water",0,1,
"Short sunrise hanbok package",1,100,
"Carnage scroll",1,1,
"Bloodstone Dragon dog",1,1,
"Leech goo",1,5000,
"Cracked bone",1,500,
"Fools gold",1,100,
"Earth Magoja - BONDED",1,5000,
"Winter Dalans Quill - BONDED",1,10000,
"Expanding beef bag",1,40000,
"Love charm - BONDED",1,20000,
"Random Earflap beanie package",1,300,
"Grey link",1,100,
"Simple white ring",1,45000,
"Stuffed wool bag",1,40000,
"Ogre drought",1,100,
"Baji cyan hair box",1,100,
"Snake 1852",1,10,
"Sa san YongSang - BONDED",1,400000,
"Enchanted surge - BONDED",1,200000,
"Pet BabyTurtle",1,400,
"Restless pumpkin",1,500,
"Noodles",1,500,
"Strawberry hair potion",1,1,
"Beard's talisman",0,10,
"Short slate hanbok package",1,100,
"Diseased vial",1,90,
"Topaz Dragon dog",1,1,
"Wealth gift box",1,1,
"Cleanse Alignment",1,400,
"Blood Magoja - BONDED",1,5000,
"Ogre message 30",0,10,
"Winter darts",1,120,
"Kingdom scroll",1,1,
"Clay",0,2,
"Chipped abalone shell",1,100,
"Baji deep sky hair box",1,100,
"Snake 1853",1,10,
"Chung ryong scale - BONDED",1,100000,
"Magic banana",1,1000,
"White snake mount",1,1,
"Grand amber ring",1,33000,
"Heaven's link",1,100,
"Half-full beef bag",1,40000,
"Mining pick",0,200,
"Short seashell hanbok package",1,100,
"Ogre cider",1,10,
"Inzen Wristband - BONDED",1,100000,
"Earth Dragon dog",1,1,
"Chicken and pea noodles",1,5000,
"Guard pumpkin",1,500,
"White Dopo - BONDED",1,5000,
"Flamingo hair potion",1,1,
"Grain of sand",1,90,
"Snake 1854",1,10,
"Baji oak hair box",1,100,
"Borrowed key",1,1,
"Brown snake mount",1,1,
"Dakashi Blade - BONDED",30,100000,
"Sa san gold nuggets - BONDED",1,700000,
"Shovel",0,40,
"Palace scroll",1,1,
"Ogre message 31",0,10,
"Darkened abalone shell",1,100,
"Short sand hanbok package",1,100,
"Dragon's tooth",1,1000,
"Grand dark ring",1,45000,
"Ancient darts",1,200,
"Twilight Dragon dog",1,1,
"Earth's link",1,100,
"Blue Dopo - BONDED",1,5000,
"Stuffed beef bag",1,40000,
"Sea poems",1,5000,
"Blue plume feather",1,10000,
"Life charm - BONDED",1,20000,
"Egg and fish noodles",1,5000,
"Snake 1855",1,10,
"Sumo pumpkin",1,500,
"Shoes of Lavawalker",1,10,
"Baji copper hair box",1,100,
"Pumpkin hair potion",1,1,
"Autumn Dalans Quill - BONDED",1,10000,
"Bulk of sand",1,90,
"Mining shovel",0,40,
"Huge grenade",1,5000,
"black van dike voucher",1,1,
"Black Dopo - BONDED",1,5000,
"Snowy polar bear",1,1,
"Il san surge - BONDED",1,200000,
"Ju jak staff - BONDED",1,150000,
"Bulkkoch abalone shell",1,100,
"Gogoon scroll",1,1,
"Herb chicken noodles",1,1000,
"Lime potion",1,2000,
"Snake 1856",1,10,
"Passion's link",1,100,
"Djinn white set",1,100,
"Random Ranch Box",1,300,
"Wine candy cane",1,2000,
"Silky fur",1,10,
"Baji tawny hair box",1,100,
"Filled beef bag",1,40000,
"Very fine metal",0,500,
"Sea melodies",1,15000,
"Blood darts",1,500,
"Egg and beef noodles",1,5000,
"silver van dike voucher",1,1,
"Wondrous pumpkin",1,500,
"Medal of Honor - BONDED",1,10000,
"Rabbits foot",1,50,
"Iridescent hair potion",1,1,
"Moon shard",1,400,
"Enchanted chung ryong scale - BONDED",1,150000,
"Shivery polar bear",1,1,
"Beefy herb noodles",1,1000,
"Biggest grenade",1,10000,
"Penny",1,1,
"Snake 1857",1,10,
"Djinn brown set",1,100,
"Baji plum hair box",1,100,
"Smelting agreement",0,50,
"Shipwrecked Island scroll",1,1,
"Stealth glove - BONDED",1,100000,
"Flame amber",1,1000,
"Shiny fur",1,10,
"Liver candy cane",1,2000,
"russet van dike voucher",1,1,
"Air tomb",0,1,
"Bunny Muffs Package",1,300,
"Spacious lean beef bag",1,40000,
"Sonhi pipe",1,200,
"Tiger meat noodles",1,5000,
"Enchanted Dakashi Blade - BONDED",30,100000,
"Murky polar bear",1,1,
"Coconut",1,500,
"Faerie light - BONDED",1,100000,
"Zealous pumpkin",1,500,
"Immortality charm - BONDED",1,20000,
"Lucky rabbits foot",1,300,
"The Outdoorsman",1,400,
"Earth darts",1,1000,
"Djinn blue set",1,100,
"Lazuli hair potion",1,1,
"Baji orchid hair box",1,100,
"Weaving tools",0,10,
"Black peacock mount",1,1,
"Blessed coin",1,10,
"Biggest grenade2",1,50000,
"Green amber",1,10,
"tan van dike voucher",1,1,
"Bunny Ears Package",1,300,
"Tan Dalans Quill - BONDED",1,10000,
"Midnight panther collar",1,1,
"Flames' essence",1,1000,
"Rock salt",1,200,
"Gift of Air",1,10,
"Algid polar bear",1,1,
"Love",1,10000,
"YYYY candy cane",1,2000,
"Djinn azure set",1,100,
"Iron statue",1,1500,
"Mild noodles",1,500,
"Filled wool bag",1,40000,
"Fine weaving tools",0,100,
"Baji ocean hair box",1,100,
"Ee san surge - BONDED",1,200000,
"Red apple",1,500,
"Silk",1,180,
"Red peacock mount",1,1,
"Enchanted ju jak staff - BONDED",1,200000,
"Extra bank slot ticket",1,1,
"Valentine Ribbon",1,10,
"The Furnace and You",1,400,
"War helm - BONDED",1,10000,
"Onyx hair potion",1,1,
"Her Easter Best Package",1,300,
"forrest green van dike voucher",1,1,
"Silver coin",1,100,
"Snow gift box",1,1,
"Lobster claw",1,500,
"Star darts",1,2000,
"Rock pieces",1,10,
"Jelly jello",1,2000,
"Spell of the Baekho",1,100000,
"Monkey crystal",1,10,
"Snappy polar bear",1,1,
"Biggest grenade3",1,100000,
"Djinn purple set",1,100,
"Stick",0,2,
"Fragile egg",1,2000,
"Baji hazelnut hair box",1,100,
"Blood stone",1,10000,
"Candy cane",1,400,
"Enchanted stealth glove - BONDED",1,150000,
"Purple peacock mount",1,1,
"Pink Heart",1,10,
"Mild chicken and pea noodles",1,5000,
"Il san chung ryong scale - BONDED",1,200000,
"Copper statue",1,1000,
"Empty metal bag",1,40000,
"His Easter Best Package",1,300,
"Fine silk",1,500,
"teal van dike voucher",1,1,
"Gold wire",1,2000,
"Inventory space",1,1,
"Practical Blacksmithing",1,400,
"Chilled polar bear",1,1,
"Cocobolo hair potion",1,1,
"Gold coin",1,10000,
"Strange egg",1,1000,
"Djinn green set",1,100,
"Seaweed wreath",1,2000,
"Pearl",0,1,
"Spell of the Hyun Moo",1,100000,
"Holiday Gram",1,400,
"Crimson Heart",1,10,
"Floral peacock mount",1,1,
"Spring quiver",1,20,
"Destined love",1,10000,
"Large egg",1,1000,
"Tall shield - BONDED",1,20000,
"Il San Dakashi Blade - BONDED",30,100000,
"Island mud",1,100,
"Biggest grenade4",1,500000,
"Large lobster claw",1,1000,
"Special gift box",1,400,
"indigo van dike voucher",1,1,
"Mild egg and fish noodles",1,5000,
"InSu's letter",1,2000,
"Earth Dalans Quill - BONDED",1,10000,
"Siberian polar bear",1,1,
"Spacious regular metal bag",1,40000,
"Gold leaf",1,10000,
"Splendid silk",1,400,
"Djinn yellow set",1,100,
"Pet Mug",1,400,
"Passion fire cologne",1,400,
"Blackest Heart",1,10,
"YuriCrownBase",1,1000,
"Ancient coin",1,3000,
"Blue peacock mount",1,1,
"Spirit armlet - BONDED",1,10000,
"Amber",1,300,
"Lobster meat",1,500,
"Sea fish scale",1,2000,
"purple van dike voucher",1,1,
"Sam san surge - BONDED",1,200000,
"Mud",0,2,
"Holiday Gram test",1,400,
"White Qi Pao package",1,100,
"Medium egg",1,800,
"Kapur branch",1,1000,
"Silvered acorn",1,40,
"Archon polar bear",1,1,
"Djinn red set",1,100,
"Summer quiver",1,20,
"Mild egg and beef noodles",1,5000,
"Unsigned royal pardon",1,400,
"Bomb",1,10,
"Snow Heart",1,10,
"Azure silk",1,1000,
"Expanding regular metal bag",1,40000,
"JongSoo's letter",1,100,
"Pet Wolf",1,400,
"Green snake mount",1,1,
"Sapphire ice cologne",1,400,
"Wasabi coin",1,4000,
"Saber Claw",1,1,
"orange van dike voucher",1,1,
"Yellow Qi Pao package",1,100,
"Short amethyst hanbok package",1,100,
"Tarnished amber",1,240,
"Djinn tan set",1,100,
"Mermaid scale",1,2000,
"Coal pieces",1,10,
"Ee san chung ryong scale - BONDED",1,250000,
"Kapur seedling",1,1000,
"Small egg",1,600,
"Silvery acorn",1,40,
"Ogre message 32",0,10,
"Grand yellow ring",1,75000,
"Mild tiger meat noodles",1,5000,
"Honor shield - BONDED",1,100000,
"Mysterious rag",1,400,
"Magical texts",1,500,
"Royal ghost package",1,300,
"Expanding lean beef bag",1,40000,
"Smallest bomb",1,2,
"Ox's letter",1,2000,
"Autumn quiver",1,50,
"sky blue van dike voucher",1,1,
"Half-full regular metal bag",1,40000,
"Red Qi Pao package",1,100,
"Short pastel hanbok package",1,100,
"Black Kung fu package",1,100,
"Pet Ox",1,400,
"Worn Bandana - BONDED",1,50000,
"Gold bar",1,200000,
"Red Dopo - BONDED",1,5000,
"Djinn black set",1,100,
"Cool aether cologne",1,400,
"Saber Tooth Sword",1,1,
"Crafted amber",1,500,
"Spring Dalans Quill - BONDED",1,10000,
"Black panther collar",1,1,
"Random Decoration Accessory Box",1,300,
"Rebel's eye",1,2000,
"Ore bag box",1,40000,
"Silver glove - BONDED",1,10000,
"Seashells",1,1000,
"Grand white ring",1,85000,
"Bear's liver",1,20,
"Aristocrat package",1,300,
"Love's link",1,100,
"Hot noodles",1,500,
"Ogre message 33",0,10,
"Spring Qi Pao package",1,100,
"ember van dike voucher",1,1,
"Y lamb mount",1,1,
"Short forest hanbok package",1,100,
"White Kung fu package",1,100,
"Tango Baladi Set",1,100,
"Green Dopo - BONDED",1,5000,
"Green present",1,100,
"Magical parchment",1,500,
"Kilt package",1,300,
"Half-full lean beef bag",1,40000,
"Stuffed regular metal bag",1,40000,
"Standard bomb",1,100,
"Sa san surge - BONDED",1,200000,
"Snake 1858",1,10,
"Gold nugget",1,20000,
"White panther collar",1,1,
"Pet Bat",1,400,
"Wrangler package",1,300,
"Shinsho Token",1,1000,
"Metal bag box",1,40000,
"Winter quiver",1,150,
"Nature's kiss cologne",1,400,
"Saber Tooth Mace",1,1,
"Well crafted amber",1,1600,
"Panda robe costume package",1,300,
"Summer Qi Pao package",1,100,
"Short rustic hanbok package",1,100,
"blue van dike voucher",1,1,
"Crab leg",1,2000,
