"Name","Unknown 1","Value","Durability","Armor","Hit","Damage","Vitality","Mana","Might","Grace","Will","Unknown 2","Unknown 3","Class","Unknown 4","Level","Regen","Protection","Damage S","Damage L"
"Red monkey",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Brown warrior tie",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Spooky oval skull",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Purple bandito",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Quay holiday shoes",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Mana Balance 39",1,10,1000000,0,0,0,0,-390000,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Training wear 4",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Wheat keun hair",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Carrot curly doll hair",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Spitfire haktcha tails",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Classical baladi lace",1,5000,50000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Mana Balance 107",1,10,1000000,0,0,0,0,-1070000,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Enchanted Iron hand",1,10000,200000,-8,1,4,5000,-500,5,0,0,0,0,"Peasant",0,99,0,1,0,0
"Supple wooden blade",22,2000,17200,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,20m90,20m75
"Pearl drop fillet",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Green recess garb",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Darkstaff piece",1,100,250000,-2,0,0,0,0,0,0,0,0,0,"Peasant",0,5,0,0,0,0
"baladi lace29",1,5000,50000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Black bunny muffs",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Suit shoes",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Dark blue Qi Pao",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"angel dress2",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Golden tilted crown",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Vitality Balance 143",1,10,1000000,0,0,0,-2860000,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Blueberry sweetheart bow",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lavender tuxedo",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Plain white bracelet",1,124000,40000,-8,0,0,100,100,2,2,2,0,0,"Peasant",0,86,2,2,0,0
"White round bowl",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Magenta tiger hood",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Mummy black bow wrap",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Aurora angel locks",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Taupe female kimono",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Forsaken staff",0,400000,100000,8,-8,0,-800,1000,-6,-6,-24,0,0,"Peasant",0,99,0,0,60m85,65m95
"Black powerful gutuls",1,50000,40000,-3,1,1,4000,1200,1,3,1,0,0,"Peasant",4,99,0,0,0,0
"Sea Hare coat",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Fools gold seraphim wings",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Tiger helm",1,10000,30000,-10,0,0,0,0,0,0,0,0,0,"Peasant",0,0,20,0,0,0
"Hollow arrow",1,40,100,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,30m60,50m100
"teal full beard",1,20000,1,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Vintage holiday boots",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"brown goatee",1,20000,1,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lime kyunwoo dress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lilac musketeer coat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Cardinal academy skirt",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Gold Fezter",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Grouch coat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Golden Chef Hat",1,10000,300000,-10,0,0,0,0,0,0,0,0,0,"Peasant",0,0,20,0,0,0
"Fine etched spear",10,200000,2500000,-6,10,0,8500,0,2,0,0,0,0,"Warrior",0,99,0,2,75m200,75m200
"Grey Shocked eyes",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Pearl damsel bonnet",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Dawn ruffled hair",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"White fugitive",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Ranger's longbow",0,400000,30000,0,8,10,1000,0,0,6,0,0,0,"5",0,66,0,0,220m330,200m260
"Sun yangban skirt",1,1000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Samidare rosy crown",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Ochraceus mantle",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Onyx Armband",1,50000000,10000000,-10,0,0,1000000,0,0,0,0,0,0,"Peasant",0,11,0,0,0,0
"Cerulean purse",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,1m20,1m20
"guy tail14",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Gypsy myrtle headdress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Blue toggle hood",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Short prism hanbok",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Deceitful light blade",20,50000,400000,0,5,5,0,6500,0,8,0,0,0,"Rogue",1,99,0,0,200m300,200m300
"Cloudy mountain masque",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Vitality Balance 78",1,10,1000000,0,0,0,-1560000,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Antique santa garb",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Platinum heart scepter",0,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,11,0,0,30m70,40m70
"White shade leaf",0,50000,5000000,0,0,0,100,100,0,0,0,0,0,"Peasant",0,50,100,0,80m100,80m100
"Peridot bokkeon",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Verdant grass skirt",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Purple Guard helmet",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Cultured kyopok slacks",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Pearl moth wings",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Golden dove bouquet",2,1200,1000,5,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"White bathing garment",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Fruit hat",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Mint flora braid",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Winter Kung fu shoes",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Fighting fan",0,40000,200000,-1,1,0,0,0,0,0,0,0,0,"Warrior",0,30,20,0,25m45,25m45
"Black summer bowl",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Winter cobalt hat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Frog rainboots",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Murky ghost coat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Chaplet27",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"White ornate gown",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sapphire ruffled gown",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Samogwandae storm shoes",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Jinni headress10",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Another Gown2",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Brown dragon body",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Cinnamon beret",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Brown flower pigtails",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Hide shield",1,20000,300000,-7,0,0,2000,0,0,-3,0,0,0,"Warrior",1,99,3,3,0,0
"Amethyst ethereal twist",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Winter teal boots",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Topaz curious bow",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Argent breezy locks",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Wilderness combat garb",1,5000,500000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Red pirate mantle",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Hanbok jade hair",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Ice skirt",10,40000,120000,-34,0,0,185,185,1,1,1,0,0,"Mage",0,99,0,0,0,0
"Sky cloak",1,10000,10000,-5,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Helmet of honor",1,10000,30000,-5,0,0,0,0,0,0,0,0,0,"Warrior",0,40,15,2,0,0
"Gray chuba hat",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Blue-Violet Koromo dress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Moss evening gown",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Forget-Me-Not Gown",1,50000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sprig jupe",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Clover zigzag pony",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Ranch boots",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Cobalt imperial wrap",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Samogwandae papaya",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Black messy tail",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"tri sign cape",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Iridescent goth dress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lavender double chonmage",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Red rudolph hood",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Her dark knit cap",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Spice short sweep",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Mountain's promise",30,400000,180000,4,8,0,26000,1200,3,0,0,0,0,"Peasant",2,99,5,3,0,0
"Minor Soothsayer staff",100,100000,80000,-4,3,3,1000,2500,0,2,1,0,0,"Peasant",0,99,0,0,100m110,100m110
"Red Cheogori",1,5000,5000,4,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,1,0,0
"Slateblue pilgrim dress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Baji willow shoes",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Red Anniversary Baloom",1,1500,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,10,0,0,10m10,10m10
"Star tigress",1,50000,830000,-38,4,0,3500,0,0,0,0,0,0,"Warrior",0,66,1,0,0,0
"Aqua ethereal tie",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Black wedding cut",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Pink date dress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Archon Djinn garb",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Valentine winged mantle",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Winter heavy plate",1,1000,17000,-28,0,0,0,-4,0,0,0,0,0,"Warrior",0,26,0,0,0,0
"Flower peasant garb",1,5,3000,-4,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Argent wavy tail",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Samidare haori",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Winter heather cap",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Red cat cap",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sailor hat",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Storm warrior tie",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Flowery opaq hair",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Dark oval skull",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Teal bandito",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sleet holiday shoes",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Mana Balance 40",1,10,1000000,0,0,0,0,-400000,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Training wear 5",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Light blue keun hair",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Regale curly doll hair",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Foggy haktcha tails",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Black female fur-collar coat",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Il Iron hand",1,10000,200000,-10,1,6,6600,-600,6,0,0,0,0,"Peasant",1,99,0,1,0,0
"Autumn bow",5,2000,600,0,1,0,0,0,0,1,0,0,0,"Warrior",0,18,0,0,1m5,1m5
"Sea drop fillet",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Yellow recess bucket",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Long bat",0,8000,8000,0,1,1,0,0,0,0,0,0,0,"Peasant",0,11,0,0,10m15,13m16
"baladi lace31",1,5000,50000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Cream bunny muffs",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Phyro shoes",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Crazy Qi Pao",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sam san destiny spear",0,350000,250000,-10,1,1,20000,3000,5,0,0,0,0,"Poet",3,99,0,0,20m40,30m60
"angel dress4",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Red tilted crown",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Vitality Balance 144",1,10,1000000,0,0,0,-2880000,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Plum sweetheart bow",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sage tuxedo",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Luxury amber bracelet",1,109600,40000,-9,0,0,200,200,3,3,3,0,0,"Peasant",0,90,2,2,0,0
"Mummy gold bow wrap",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Nova angel locks",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Diamond female kimono",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Dusk Hare coat",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Shamrock mantle",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Silla helmet",1,10000,30000,-10,0,0,0,0,0,0,0,0,0,"Peasant",0,0,20,0,0,0
"indigo full beard",1,20000,1,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Misty holiday boots",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Mana Balance 236",1,10,1000000,0,0,0,0,-2360000,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"walnut goatee",1,20000,1,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Black kyunwoo dress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Green musketeer coat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Teal academy skirt",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Scarlet Fezter",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Snowflake pinned flower",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Kindreds mantle",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Brown Shocked eyes",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Brown damsel bonnet",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Musical charm",1,100000,60000,0,0,0,1500,750,0,0,3,0,0,"Poet",0,99,3,0,0,0
"Do's sword",15,250,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,25m50,25m50
"Bamboo ruffled hair",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Azure yangban skirt",1,1000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"dark poet1",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Blade of Onyx",180,50000000,10000000,20,10,15,1000000,1000000,0,0,0,0,0,"Peasant",0,11,0,0,9000m1000010000m11000,10000m11000
"guy tail15",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Gypsy blue headdress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Amethyst male geta",1,1000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Short sunset hanbok",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Red soft gutuls",1,10000,10000,-1,0,0,200,1500,0,1,1,0,0,"Peasant",0,50,0,0,0,0
"Murky mountain masque",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Vitality Balance 79",1,10,1000000,0,0,0,-1580000,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Antique santa attire",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Yoja berry hanbok",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Coral grass skirt",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Grey Guard uniform",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Golden moth wings",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Suit du Soleil",1,50000,400000,0,0,0,0,0,0,0,0,0,0,"Poet",0,50,0,0,0,0
"Brown bathing garment",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Nagnag spear",1,2000,1000000,-2,0,0,100,100,0,-5,5,0,0,"Peasant",0,11,5,0,20m40,20m40
"Winged headband",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Multi wings",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Opal flora braid",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Ancient Kung fu shoes",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"White summer bowl",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Winter domino hat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Bunny raincoat",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Bizarre ghost coat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Chaplet28",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Yellow ornate gown",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Cobalt ruffled gown",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Djinn garb2",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Samogwandae coral shoes",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Superior etched spear",10,200000,2500000,-7,10,0,17000,0,2,0,0,0,0,"Warrior",1,99,0,3,100m375,100m375
"Jinni headress12",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Another Garb3",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Light blue purse",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,1m20,1m20
"Quilted winter hood",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lime dragon head",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Blossom beret",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Black flower pigtails",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Deceitful tempered blade",20,50000,400000,0,5,5,0,13000,0,8,0,0,0,"Rogue",2,99,0,0,300m410,300m410
"Vitality Balance 14",1,10,1000000,0,0,0,-280000,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Topaz heart scepter",0,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,11,0,0,30m70,40m70
"Cerulean ethereal twist",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Purple glowing flame",0,50000,5000000,0,0,0,100,100,0,0,0,0,0,"Peasant",0,50,100,0,80m100,80m100
"Dazzle curious bow",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Ginger breezy locks",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Green pirate mantle",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Hanbok mineral hair",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Ice robes",10,40000,120000,-31,0,0,60,310,0,1,1,0,0,"Poet",0,99,0,0,0,0
"Beige cloak",1,10000,10000,-5,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Brown chuba hat",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Black-Violet Koromo dress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sunlit evening gown",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Forget Me Not Suit",1,50000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Ferocity fan",0,50000,250000,-2,2,0,0,0,0,0,0,0,0,"Warrior",0,50,20,0,40m70,40m70
"Sunray jupe",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Grey zigzag pony",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Ranch fur boots",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
